chr,category,startpos,endpos,sample_count,fragment_count,total_fragment_size_bp
3,2,179109735,180396974,2,2,1287239
3,2,179280733,197566254,2,2,18285521
3,5,184071063,186509517,2,2,2438454
3,6,184071063,187451609,2,2,3380546
3,8,186287980,187088926,2,2,800946
3,8,187387896,193220219,2,2,5832323
3,4,189033292,195615376,2,2,6582084
3,8,193334991,194061906,2,2,726915
3,5,194168547,197566254,2,2,3397707
3,7,194168547,197566254,2,2,3397707
3,3,195245805,197581147,2,2,2335342
3,8,195477791,195512004,2,2,34213
3,8,195512042,197765432,2,2,2253390
4,2,53210,3519917,2,2,3466707
4,3,53211,3526786,2,2,3473575
4,3,53270,3526642,2,2,3473372
4,2,60138,3589623,2,2,3529485
4,3,60138,3521939,2,2,3461801
4,2,60294,3526786,2,2,3466492
4,2,60345,3521939,2,2,3461594
4,2,60345,3526786,2,2,3466441
4,3,60367,3521939,2,2,3461572
4,3,1954945,3521939,2,2,1566994
4,3,3517746,3591069,2,2,73323
4,3,3589623,3591069,2,2,1446
4,3,3769500,36428048,2,2,32658548
4,3,3770069,30279771,2,2,26509702
4,3,4190526,30725987,2,2,26535461
4,3,4199760,10509699,2,2,6309939
4,2,10527342,47408665,2,2,36881323
4,2,26585881,30279782,2,2,3693901
4,1,30279756,30279809,2,2,53
4,2,36069805,49063872,2,2,12994067
4,2,36081878,37857342,2,2,1775464
4,8,37432416,40440854,2,2,3008438
4,4,40428010,41678566,2,2,1250556
4,4,41687911,44631587,2,2,2943676
4,2,44682465,47667064,2,2,2984599
4,4,47514685,48994138,2,2,1479453
4,2,48486193,49063872,2,2,577679
4,3,48994138,133367655,2,2,84373517
4,2,52714511,162697014,2,2,109982503
4,4,52714511,134085208,2,2,81370697
4,3,68359499,70283908,2,2,1924409
4,3,76467577,139140494,2,2,62672917
4,3,119161619,133367655,2,2,14206036
4,3,138449683,190862155,2,2,52412472
4,3,138449683,190862182,2,2,52412499
4,3,138449683,190903938,2,2,52454255
4,3,139093228,190878661,2,2,51785433
4,3,139100372,190903938,2,2,51803566
4,2,153864174,190878661,2,2,37014487
4,5,183370056,190903938,2,2,7533882
4,2,185012398,190329168,2,2,5316770
4,5,186097045,187130198,2,2,1033153
4,2,187149540,190903938,2,2,3754398
4,2,190395259,190878661,2,2,483402
4,2,190862084,190862182,2,2,98
5,3,140532,5232398,2,2,5091866
5,1,889694,892846,2,2,3152
5,3,5235096,44809162,2,2,39574066
5,2,6337241,9280957,2,2,2943716
5,5,23976115,40909775,2,2,16933660
5,3,39377418,43609343,2,2,4231925
5,4,40998235,180661256,2,2,139663021
5,2,41155088,44310492,2,2,3155404
5,2,49695048,60170337,2,2,10475289
5,2,49695048,180674152,2,2,130979104
5,3,49698180,178410519,2,2,128712339
5,3,49698180,180631817,2,2,130933637
5,3,50045967,90671274,2,2,40625307
5,3,50045967,132561277,2,2,82515310
5,3,50052888,96322419,2,2,46269531
5,5,52084365,82940273,2,2,30855908
5,4,57751443,58489384,2,2,737941
5,5,57751443,58489384,2,2,737941
5,2,57753116,180674152,2,2,122921036
5,2,59899413,60186618,2,2,287205
5,3,61604456,72419410,2,2,10814954
5,3,68390284,68715310,2,2,325026
5,3,78742858,79412238,2,2,669380
5,4,78742858,79368016,2,2,625158
5,2,83476194,86565135,2,2,3088941
5,3,87968953,96364063,2,2,8395110
5,4,90672495,180670470,2,2,89997975
5,5,102891695,180662331,2,2,77770636
5,3,109027534,148206440,2,2,39178906
5,2,128732672,134573448,2,2,5840776
5,4,145176221,146763444,2,2,1587223
5,3,150886725,158140222,2,2,7253497
5,3,161524944,162891894,2,2,1366950
5,3,161524944,168244256,2,2,6719312
5,5,162940739,162940739,2,2,0
5,3,167182055,168244256,2,2,1062201
5,3,167182055,169020350,2,2,1838295
5,4,177612983,180626242,2,2,3013259
5,4,178548514,180582980,2,2,2034466
5,4,180329458,180687212,2,2,357754
6,3,304688,576902,2,2,272214
6,2,311938,656555,2,2,344617
6,5,311938,17817519,2,2,17505581
6,2,335175,39895410,2,2,39560235
6,2,707241,32546743,2,2,31839502
6,6,17855864,18572233,2,2,716369
6,2,32546818,32629963,2,2,83145
6,1,32548068,32634485,2,2,86417
6,2,32557435,42232475,2,2,9675040
6,2,32605309,34949451,2,2,2344142
6,1,32629963,32634485,2,2,4522
6,2,32629963,32634485,2,2,4522
6,5,34738203,41204094,2,2,6465891
6,2,36943513,36949527,2,2,6014
6,5,42225993,44140275,2,2,1914282
6,2,45922849,54254589,2,2,8331740
6,3,54735344,56873069,2,2,2137725
6,3,55266625,56569104,2,2,1302479
6,3,55266625,56873069,2,2,1606444
6,3,56873069,57512565,2,2,639496
6,3,57246982,57512565,2,2,265583
6,2,57254927,62390916,2,2,5135989
6,3,57254927,62390916,2,2,5135989
6,3,57254955,62526443,2,2,5271488
6,3,57254955,62887099,2,2,5632144
6,3,57398081,62390916,2,2,4992835
6,3,57398081,65098768,2,2,7700687
6,3,62390916,106967778,2,2,44576862
6,3,62390916,168482110,2,2,106091194
6,3,64286985,170892848,2,2,106605863
6,3,64288832,170893364,2,2,106604532
6,6,65301504,78171941,2,2,12870437
6,3,66014503,84417629,2,2,18403126
6,3,69666520,170892459,2,2,101225939
6,2,69666684,170893364,2,2,101226680
6,3,72809786,170892848,2,2,98083062
6,3,79577412,170893364,2,2,91315952
6,2,116875427,118475798,2,2,1600371
6,3,138642146,138754323,2,2,112177
6,4,138820324,170893364,2,2,32073040
6,3,151362942,170893364,2,2,19530422
6,3,157405761,170893364,2,2,13487603
7,3,286402,8196529,2,2,7910127
7,2,22532917,22533397,2,2,480
7,4,22532917,22533397,2,2,480
7,2,22534456,50611735,2,2,28077279
7,4,43810695,50547584,2,2,6736889
7,2,45104131,54826928,2,2,9722797
7,5,63033557,64378768,2,2,1345211
7,2,63529956,158930775,2,2,95400819
7,1,81346685,83823739,2,2,2477054
7,2,100549873,100608884,2,2,59011
7,2,100549873,100695058,2,2,145185
7,3,100549873,100624718,2,2,74845
7,1,100550376,100608710,2,2,58334
7,1,100608778,100624718,2,2,15940
7,2,102920515,158851804,2,2,55931289
7,3,108212353,158902567,2,2,50690214
7,6,150772917,150812493,2,2,39576
8,2,182794,401493,2,2,218699
8,3,182794,43054553,2,2,42871759
8,3,183002,3807667,2,2,3624665
8,5,183002,146220094,2,2,146037092
8,2,183010,41391704,2,2,41208694
8,2,193040,41790866,2,2,41597826
8,2,194607,43054553,2,2,42859946
8,3,194607,3807667,2,2,3613060
8,3,194607,33371199,2,2,33176592
8,3,194607,35425870,2,2,35231263
8,3,194607,38005835,2,2,37811228
8,3,194836,33454923,2,2,33260087
8,3,194836,43013936,2,2,42819100
8,4,250564,49987230,2,2,49736666
8,2,261290,57335918,2,2,57074628
8,3,280241,1749410,2,2,1469169
8,3,280241,22085260,2,2,21805019
8,3,280241,36790339,2,2,36510098
8,3,280241,48173504,2,2,47893263
8,4,280241,11292542,2,2,11012301
8,3,565232,43211950,2,2,42646718
8,4,6264130,8176554,2,2,1912424
8,3,6478956,47759712,2,2,41280756
8,3,8176554,40666189,2,2,32489635
8,3,8176825,35425870,2,2,27249045
8,2,17921921,17927327,2,2,5406
8,3,19680722,31024638,2,2,11343916
8,2,21891939,23563908,2,2,1671969
8,5,31024654,35425870,2,2,4401216
8,4,36661686,42037924,2,2,5376238
8,8,36661686,36788693,2,2,127007
8,4,49643243,61193760,2,2,11550517
8,5,59329438,100133706,2,2,40804268
8,3,82627395,113241088,2,2,30613693
8,6,100733188,121530190,2,2,20797002
8,3,120795607,121483196,2,2,687589
8,3,121535050,121583635,2,2,48585
8,3,134145671,134266970,2,2,121299
8,3,135524644,146203412,2,2,10678768
8,2,142477490,142477752,2,2,262
8,3,142477490,142480610,2,2,3120
8,4,142477490,142477752,2,2,262
8,6,144789624,146228779,2,2,1439155
8,3,145745182,146115367,2,2,370185
9,1,154795,317195,2,2,162400
9,2,154795,8485201,2,2,8330406
9,2,154795,23701276,2,2,23546481
9,2,154795,32630472,2,2,32475677
9,2,154795,34655734,2,2,34500939
9,2,154795,43860959,2,2,43706164
9,3,154795,22452002,2,2,22297207
9,3,154795,43860959,2,2,43706164
9,4,154795,32408496,2,2,32253701
9,4,154795,43861246,2,2,43706451
9,8,154795,38068532,2,2,37913737
9,4,214706,43861081,2,2,43646375
9,2,712599,19622268,2,2,18909669
9,6,734679,1051567,2,2,316888
9,3,989943,14746306,2,2,13756363
9,3,7798435,43861081,2,2,36062646
9,2,13928028,15183532,2,2,1255504
9,2,19060046,27455584,2,2,8395538
9,3,20620575,20866974,2,2,246399
9,3,20720599,21077716,2,2,357117
9,3,20885240,21026540,2,2,141300
9,1,20978306,20990099,2,2,11793
9,1,21006934,24545513,2,2,3538579
9,1,21304803,25678122,2,2,4373319
9,1,21854740,27524731,2,2,5669991
9,2,25677933,27562352,2,2,1884419
9,3,27009239,27567145,2,2,557906
9,3,32384843,38395940,2,2,6011097
9,3,32459450,43861081,2,2,11401631
9,3,32525969,35295984,2,2,2770015
9,3,32525969,35556250,2,2,3030281
9,3,32631369,33629249,2,2,997880
9,4,34832919,35381504,2,2,548585
9,2,35381504,43818062,2,2,8436558
9,2,35546735,37426524,2,2,1879789
9,2,35559213,43818062,2,2,8258849
9,4,37429661,38595886,2,2,1166225
9,3,37692654,43861081,2,2,6168427
9,3,37719011,43861081,2,2,6142070
9,2,37948724,43860959,2,2,5912235
9,3,38414067,43861081,2,2,5447014
9,2,38424344,43861081,2,2,5436737
9,3,38615698,43861219,2,2,5245521
9,3,38615779,43861081,2,2,5245302
9,2,66457127,69256816,2,2,2799689
9,2,66457127,71650752,2,2,5193625
9,2,66457127,71789156,2,2,5332029
9,2,66457127,72064749,2,2,5607622
9,3,66457127,100983566,2,2,34526439
9,3,66457127,141071646,2,2,74614519
9,4,66457127,92219921,2,2,25762794
9,4,66457127,141071646,2,2,74614519
9,3,69256816,141070335,2,2,71813519
9,3,70731742,113800790,2,2,43069048
9,3,71094230,141070335,2,2,69976105
9,3,71509599,141070335,2,2,69560736
9,3,71555492,72965438,2,2,1409946
9,5,71555492,72086415,2,2,530923
9,4,97080923,97081451,2,2,528
9,3,113169630,138236031,2,2,25066401
9,3,114919707,116153900,2,2,1234193
9,2,123583192,124441035,2,2,857843
9,4,131761437,141070335,2,2,9308898
9,3,131825922,141070335,2,2,9244413
9,3,131846957,141070335,2,2,9223378
9,3,136403562,141071646,2,2,4668084
9,4,138457482,141071629,2,2,2614147
9,2,140881314,141070335,2,2,189021
10,2,95096,910225,2,2,815129
10,3,95096,1779349,2,2,1684253
10,3,95096,38672144,2,2,38577048
10,3,95096,51586514,2,2,51491418
10,3,95096,129249662,2,2,129154566
10,3,95096,134756013,2,2,134660917
10,3,95096,135439469,2,2,135344373
10,4,95096,26312824,2,2,26217728
10,3,282897,13838604,2,2,13555707
10,3,282897,17636309,2,2,17353412
10,5,294953,36813198,2,2,36518245
10,2,1054007,71098195,2,2,70044188
10,2,21414892,42905431,2,2,21490539
10,1,26355906,26357820,2,2,1914
10,3,29801555,32635834,2,2,2834279
10,2,38740343,49701445,2,2,10961102
10,3,48029402,51124153,2,2,3094751
10,2,71098295,88975783,2,2,17877488
10,3,81317953,135381927,2,2,54063974
10,2,91066460,129901726,2,2,38835266
10,3,100219314,135381766,2,2,35162452
10,5,100219314,135381766,2,2,35162452
10,2,103991381,135439469,2,2,31448088
10,2,124329580,124329746,2,2,166
10,2,129901825,135439363,2,2,5537538
10,3,134150291,135473014,2,2,1322723
11,2,193189,244197,2,2,51008
11,3,193797,1011490,2,2,817693
11,2,193863,237087,2,2,43224
11,2,193863,244197,2,2,50334
11,2,193863,6340706,2,2,6146843
11,3,193863,223733,2,2,29870
11,3,193863,230368,2,2,36505
11,3,193863,233298,2,2,39435
11,3,193863,237087,2,2,43224
11,3,193863,1003642,2,2,809779
11,4,193863,212408,2,2,18545
11,4,193863,284538,2,2,90675
11,3,207400,280673,2,2,73273
11,5,237087,244197,2,2,7110
11,1,243987,244197,2,2,210
11,4,243987,244197,2,2,210
11,3,280816,293785,2,2,12969
11,4,1576283,1651652,2,2,75369
11,3,1756681,48328644,2,2,46571963
11,5,3111255,26465500,2,2,23354245
11,3,6816778,43472895,2,2,36656117
11,5,19735987,22868937,2,2,3132950
11,6,26677947,26734209,2,2,56262
11,2,35641312,36518785,2,2,877473
11,3,42209292,48145247,2,2,5935955
11,3,43340429,48328644,2,2,4988215
11,5,43340429,44640477,2,2,1300048
11,2,43343072,48346843,2,2,5003771
11,2,44585933,46105688,2,2,1519755
11,2,48346729,48388782,2,2,42053
11,3,48346729,48388717,2,2,41988
11,3,48346961,48387490,2,2,40529
11,3,48346961,48510654,2,2,163693
11,5,48346961,48388782,2,2,41821
11,3,48347100,48388782,2,2,41682
11,3,48347267,48388782,2,2,41515
11,3,48366971,48388782,2,2,21811
11,4,48454377,68382560,2,2,19928183
11,3,48510654,49214499,2,2,703845
11,3,48510654,49813519,2,2,1302865
11,3,48510654,50003191,2,2,1492537
11,3,48510654,50246956,2,2,1736302
11,3,48511315,49598207,2,2,1086892
11,3,55111238,57957960,2,2,2846722
11,4,57799281,61658629,2,2,3859348
11,3,58892558,60559805,2,2,1667247
11,3,59830103,61404336,2,2,1574233
11,3,59830103,66031660,2,2,6201557
11,3,61572273,66010633,2,2,4438360
11,3,61615542,66031660,2,2,4416118
11,4,70754118,114401577,2,2,43647459
11,4,74555056,75277628,2,2,722572
11,3,77674438,114318659,2,2,36644221
11,3,85968623,87013438,2,2,1044815
11,3,95562327,108722851,2,2,13160524
11,3,101344177,114401577,2,2,13057400
11,3,102991197,114401577,2,2,11410380
11,2,103870755,117988082,2,2,14117327
11,2,110697305,114401611,2,2,3704306
11,3,111724133,113561054,2,2,1836921
11,2,114320583,114421912,2,2,101329
11,2,114401577,114422003,2,2,20426
11,1,114421698,114421817,2,2,119
11,2,114421698,114421773,2,2,75
11,2,114421698,114421861,2,2,163
11,3,114421698,114421773,2,2,75
11,2,114421817,114422003,2,2,186
11,1,114421895,114422003,2,2,108
11,2,114421895,114422003,2,2,108
11,3,114421927,134856661,2,2,20434734
11,3,114421962,134856661,2,2,20434699
11,4,114441943,134856707,2,2,20414764
11,5,114441943,134856661,2,2,20414718
11,3,115049311,134856661,2,2,19807350
11,2,130784754,134856661,2,2,4071907
12,2,235022,5841841,2,2,5606819
12,2,235022,19418874,2,2,19183852
12,2,235022,19873497,2,2,19638475
12,2,235022,33576990,2,2,33341968
12,3,235022,347068,2,2,112046
12,5,235022,33576990,2,2,33341968
12,8,235022,2077897,2,2,1842875
12,6,2558186,6421495,2,2,3863309
12,8,5603632,5841841,2,2,238209
12,8,5848977,6138702,2,2,289725
12,4,6422272,33576990,2,2,27154718
12,3,7360229,12230938,2,2,4870709
12,7,10206925,10875488,2,2,668563
12,2,11183832,11285802,2,2,101970
12,2,11244001,11244036,2,2,35
12,2,11244001,11285802,2,2,41801
12,3,11244001,11244243,2,2,242
12,1,11244009,11244265,2,2,256
12,5,11338539,11338781,2,2,242
12,3,11338750,38712142,2,2,27373392
12,5,18234256,19441028,2,2,1206772
12,4,27878475,29642573,2,2,1764098
12,2,38712142,133810703,2,2,95098561
12,1,43819209,44338153,2,2,518944
12,3,44926334,55808469,2,2,10882135
12,3,49495321,57958313,2,2,8462992
12,2,51319346,57146069,2,2,5826723
12,3,53777171,55041079,2,2,1263908
12,3,57703935,59282702,2,2,1578767
12,8,57994743,57995089,2,2,346
12,3,59917126,78225374,2,2,18308248
12,3,64011062,133795960,2,2,69784898
12,3,69082805,133810703,2,2,64727898
12,4,75687185,133810703,2,2,58123518
12,3,79611374,133796033,2,2,54184659
12,1,118509124,118520170,2,2,11046
12,3,122964708,133796033,2,2,10831325
12,2,124979833,125263084,2,2,283251
12,1,132688137,132824328,2,2,136191
12,2,133768553,133810703,2,2,42150
12,2,133778796,133796033,2,2,17237
12,2,133780309,133796033,2,2,15724
13,1,19600475,21418094,2,2,1817619
13,2,19600475,50296115,2,2,30695640
13,2,19600475,53422553,2,2,33822078
13,2,19600475,61988107,2,2,42387632
13,3,19600475,20000506,2,2,400031
13,3,19600475,22178258,2,2,2577783
13,3,19600475,24468704,2,2,4868229
13,3,19600475,28552614,2,2,8952139
13,3,19600475,45841502,2,2,26241027
13,3,19600475,73372202,2,2,53771727
13,4,19600475,53608632,2,2,34008157
13,4,19600475,61988153,2,2,42387678
13,4,19600475,80911525,2,2,61311050
13,4,19600529,80910792,2,2,61310263
13,2,19751544,76210890,2,2,56459346
13,3,19751544,26043182,2,2,6291638
13,4,19751544,53420715,2,2,33669171
13,3,19775755,70681305,2,2,50905550
13,3,20000630,26625047,2,2,6624417
13,3,24895745,28196033,2,2,3300288
13,3,33627858,53422553,2,2,19794695
13,3,36402426,41893105,2,2,5490679
13,4,41185309,53287023,2,2,12101714
13,2,45841502,53608632,2,2,7767130
13,3,55748673,72038653,2,2,16289980
13,5,60240829,80911525,2,2,20670696
13,2,60240961,80910792,2,2,20669831
13,4,60485919,80910792,2,2,20424873
13,3,61084914,80911525,2,2,19826611
13,4,67800419,80911525,2,2,13111106
13,3,67800935,67802339,2,2,1404
13,2,67802339,80910792,2,2,13108453
13,5,73284411,115010254,2,2,41725843
13,2,86369120,86369120,2,2,0
13,2,86369120,97639414,2,2,11270294
13,2,86369120,115091399,2,2,28722279
13,3,86369120,88270860,2,2,1901740
13,3,86369120,96505952,2,2,10136832
13,3,86369120,107145463,2,2,20776343
13,3,86369120,114502416,2,2,28133296
13,3,86369120,114751040,2,2,28381920
13,3,86369120,115047700,2,2,28678580
13,4,86369120,115010254,2,2,28641134
13,5,86369120,115091726,2,2,28722606
13,3,87045827,115064542,2,2,28018715
13,3,88270860,115091399,2,2,26820539
13,3,92345387,115064542,2,2,22719155
13,3,94938785,115091726,2,2,20152941
13,4,95034540,115047700,2,2,20013160
13,3,95364337,115064542,2,2,19700205
13,3,98087096,115064542,2,2,16977446
13,3,102025429,103705044,2,2,1679615
13,5,108183631,111806245,2,2,3622614
13,3,108861913,115091399,2,2,6229486
13,5,114149891,115064542,2,2,914651
13,2,114502416,115064542,2,2,562126
13,2,114758112,115064542,2,2,306430
14,5,19889928,22362971,2,2,2473043
14,3,20215899,29261308,2,2,9045409
14,4,20216066,22386659,2,2,2170593
14,3,20228302,22509188,2,2,2280886
14,4,20228335,20444026,2,2,215691
14,3,20443943,107282791,2,2,86838848
14,3,20444490,42360633,2,2,21916143
14,5,20444490,42360633,2,2,21916143
14,2,20528207,38064215,2,2,17536008
14,2,22573582,22925817,2,2,352235
14,2,22942890,22951893,2,2,9003
14,2,22997524,26939474,2,2,3941950
14,3,24458162,30396471,2,2,5938309
14,4,24458162,30396471,2,2,5938309
14,5,47528551,107282791,2,2,59754240
14,5,47582348,92560311,2,2,44977963
14,7,54907863,59105188,2,2,4197325
14,3,59112732,106471388,2,2,47358656
14,4,73490859,107211211,2,2,33720352
14,3,76906157,93118669,2,2,16212512
14,2,92582472,92588219,2,2,5747
14,5,92627668,100039109,2,2,7411441
14,1,100046280,100046331,2,2,51
14,3,100046280,100069742,2,2,23462
14,4,105223525,106436780,2,2,1213255
14,1,106188103,107178832,2,2,990729
14,1,106188230,106471388,2,2,283158
14,1,106188230,106586354,2,2,398124
14,2,106188230,106859351,2,2,671121
14,1,106237105,106376354,2,2,139249
14,1,106237105,106471388,2,2,234283
14,1,106237105,106845417,2,2,608312
14,2,106237642,107178832,2,2,941190
14,2,106303948,107211211,2,2,907263
14,2,106304899,107211211,2,2,906312
14,2,106452766,107282791,2,2,830025
14,3,106471547,107211109,2,2,739562
14,3,106471547,107211211,2,2,739664
14,2,106494269,107211211,2,2,716942
14,2,106586259,107282791,2,2,696532
14,2,106859351,107013129,2,2,153778
14,3,106866449,107282791,2,2,416342
14,4,106866588,107178832,2,2,312244
14,2,107013201,107178832,2,2,165631
14,1,107170011,107259195,2,2,89184
15,3,20170011,34113054,2,2,13943043
15,2,20170150,42704105,2,2,22533955
15,2,20170150,102315736,2,2,82145586
15,3,20170150,22319138,2,2,2148988
15,3,20170150,102389361,2,2,82219211
15,4,20170150,22925851,2,2,2755701
15,3,20434155,102313869,2,2,81879714
15,3,20448266,22448406,2,2,2000140
15,3,20450120,42853561,2,2,22403441
15,3,20456743,22929906,2,2,2473163
15,3,20456743,102315736,2,2,81858993
15,2,77407114,89415247,2,2,12008133
15,3,86313048,102287987,2,2,15974939
15,8,92484803,94841691,2,2,2356888
15,8,94857347,102315736,2,2,7458389
15,8,94884108,98995081,2,2,4110973
15,3,101425703,102388991,2,2,963288
15,8,102196186,102388991,2,2,192805
16,3,97610,24135112,2,2,24037502
16,3,103423,34682064,2,2,34578641
16,2,1664931,1664931,2,2,0
16,2,1706435,1826302,2,2,119867
16,5,2050192,29332380,2,2,27282188
16,3,4794873,4855279,2,2,60406
16,3,20565585,34682019,2,2,14116434
16,3,28506872,30536918,2,2,2030046
16,3,31574802,34682019,2,2,3107217
16,3,46508127,50261735,2,2,3753608
16,3,46552425,58757683,2,2,12205258
16,3,46565019,54967096,2,2,8402077
16,2,50251590,52993016,2,2,2741426
16,4,55359126,58757683,2,2,3398557
16,2,56227965,61687701,2,2,5459736
16,3,56855496,84797637,2,2,27942141
16,3,57157206,57499902,2,2,342696
16,3,57625470,67221050,2,2,9595580
16,3,60393236,76461519,2,2,16068283
16,2,64982033,90142087,2,2,25160054
16,3,64982033,66420885,2,2,1438852
16,5,65005462,77246988,2,2,12241526
16,6,65015908,77910418,2,2,12894510
16,2,77242035,90142087,2,2,12900052
16,8,78062190,78198192,2,2,136002
16,4,80654633,85953682,2,2,5299049
16,3,81190413,90161201,2,2,8970788
16,3,81248716,90142087,2,2,8893371
16,1,84034500,84035531,2,2,1031
16,3,84808824,90142087,2,2,5333263
16,3,89167792,90142087,2,2,974295
17,2,6069,21198972,2,2,21192903
17,1,6115,181474,2,2,175359
17,2,6115,4580137,2,2,4574022
17,2,6115,8814719,2,2,8808604
17,2,6115,21199499,2,2,21193384
17,3,6115,10542471,2,2,10536356
17,3,6115,12920260,2,2,12914145
17,3,6115,14673431,2,2,14667316
17,3,6115,20911204,2,2,20905089
17,3,6115,20924620,2,2,20918505
17,4,6115,2930223,2,2,2924108
17,4,6115,4166804,2,2,4160689
17,4,6115,9083395,2,2,9077280
17,4,6115,20924620,2,2,20918505
17,4,6115,21194653,2,2,21188538
17,5,6115,12921348,2,2,12915233
17,5,6115,20916035,2,2,20909920
17,5,6115,21199162,2,2,21193047
17,5,6188,21147520,2,2,21141332
17,3,526907,1004061,2,2,477154
17,3,2090216,7011144,2,2,4920928
17,2,2935577,2935626,2,2,49
17,2,2935587,2935626,2,2,39
17,3,7400137,7681412,2,2,281275
17,3,7840679,9395033,2,2,1554354
17,2,10537142,16527795,2,2,5990653
17,5,11865462,18793061,2,2,6927599
17,6,13446924,21198972,2,2,7752048
